Number of vertices ;Diameter;Edge connectivity;Matching number;Radius;Largest L-eigenvalue ;Second largest Eigenvalue;Smallest Eigenvalue;Girth;Chromatic Index
30;6;3;15;5;5.61991;2.67718;-2.61991;5;1
30;6;3;15;4;5.61533;2.73187;-2.61533;4;1
30;6;3;15;4;5.62705;2.75753;-2.62705;5;1
30;6;3;15;4;5.62997;2.75768;-2.62997;5;1
30;5;3;15;4;5.57093;2.62085;-2.57093;5;1
30;6;3;15;4;5.74034;2.59078;-2.74034;5;1
30;5;3;15;4;5.58712;2.57883;-2.58712;5;1
30;6;3;15;4;5.70102;2.59702;-2.70102;5;1
30;5;3;15;4;5.70365;2.62844;-2.70365;5;1
30;6;3;15;4;5.5746;2.6506;-2.5746;5;1
30;6;3;15;5;5.71271;2.76766;-2.71271;5;1
30;6;3;15;4;5.57879;2.75694;-2.57879;5;1
30;6;3;15;4;5.70337;5.74856;-2.70337;5;1
30;6;3;15;4;5.70434;2.75103;-2.70434;5;1
30;7;3;15;4;5.76526;2.77422;-2.76526;5;1
30;6;3;15;4;5.66218;2.75789;-2.66218;4;1
30;6;3;15;4;5.65881;2.76379;-2.65881;5;1
30;6;3;15;4;5.62774;2.74681;-2.62774;5;1
30;6;3;15;4;5.57394;2.74705;-2.57394;5;1
30;6;3;15;4;5.63083;2.74682;-2.63083;5;1
30;6;3;15;4;5.67834;2.74377;-2.67834;4;1
30;6;3;15;4;5.6777;2.74411;-2.6777;4;1
30;6;3;15;4;5.68888;2.74404;-2.68888;4;1
30;6;3;15;4;5.70476;2.74851;-2.70476;5;1
30;6;3;15;4;5.70433;2.7485;-2.70433;5;1
30;6;3;15;4;5.6825;2.76772;-2.6825;4;1
30;6;3;15;4;5.68886;2.75899;-2.68886;4;1
30;6;3;15;4;5.63378;2.75817;-2.63378;5;1
30;6;3;15;4;5.63874;2.75816;-2.63874;5;1
30;6;3;15;4;5.59959;2.65912;-2.59959;5;1
30;7;3;15;4;5.63643;2.78127;-2.63643;5;1
30;6;3;15;4;5.63787;2.7515;-2.63787;5;1
30;6;3;15;4;5.60828;2.66516;-2.60828;5;1
30;6;3;15;4;5.6593;2.61629;-2.6593;5;1
30;4;3;15;4;5.83;2.562;-2.583;6;1
30;6;3;15;5;5.696;2.65;-2.696;5;1
30;6;3;15;4;5.574;2.632;-2.574;5;1
30;6;3;15;4;5.75;2.67;-2.75;5;1
30;6;3;15;4;5.528;2.632;-2.528;5;1
30;6;3;15;4;5.663;2.64;-2.663;5;1
30;6;3;15;4;5.685;2.628;-2.685;5;1
30;6;3;15;4;5.582;2.698;-2.582;5;1
30;6;3;15;4;5.568;2.688;-2.568;5;1
30;6;3;15;4;5.579;2.686;-2.579;5;1
30;6;3;15;4;5.68;2.622;-2.68;5;1
30;6;3;15;4;5.552;2.601;-2.552;5;1
30;6;3;15;5;5.804;2.691;-2.804;5;1
30;6;3;15;4;5.714;2.697;-2.714;5;1
30;6;3;15;5;5.648;2.675;-2.648;5;1
30;6;3;15;4;5.748;2.706;-2.748;5;1
30;6;3;15;4;5.689;2.689;-2.689;5;1
30;5;3;15;5;5.612;2.678;-2.612;5;1
30;6;3;15;4;5.671;2.669;-2.671;5;1
30;6;3;15;4;5.678;2.688;-2.678;5;1
30;6;3;15;4;5.574;2.704;-2.574;5;1
30;6;3;15;5;5.709;2.691;-2.709;5;1
30;6;3;15;4;5.51;2.697;-2.51;5;1
30;6;3;15;5;5.531;2.699;-2.531;5;1
30;6;3;15;4;5.568;2.689;-2.568;5;1
30;6;3;15;4;5.765;2.63;-2.765;5;1
30;6;3;15;4;5.739;2.698;-2.739;5;1
30;6;3;15;4;5.764;2.618;-2.764;5;1
30;6;3;15;4;5.681;2.587;-2.681;5;1
30;6;3;15;4;5.544;2.663;-2.544;5;1
30;6;3;15;4;5.532;2.621;-2.532;5;1
30;6;3;15;5;5.557;2.632;-2.557;5;1
30;6;3;15;5;5.696;2.667;-2.696;5;1
30;6;3;15;4;5.619;2.629;-2.619;5;1
30;6;3;15;4;5.75;2.625;-2.75;5;1
30;6;3;15;4;5.625;2.639;-2.625;5;1
30;6;3;15;4;5.679;2.637;-2.679;5;1
30;6;3;15;4;5.612;2.622;-2.612;5;1
30;5;3;15;4;5.608;2.67;-2.608;5;1
30;6;3;15;4;5.693;2.631;-2.693;5;1
30;6;3;15;4;5.766;2.639;-2.766;5;1
30;6;3;15;4;5.752;2.635;-2.752;5;1
30;6;3;15;4;5.682;2.66;-2.682;5;1
30;6;3;15;5;5.666;2.683;-2.666;5;1
30;6;3;15;5;5.689;2.699;-2.689;5;1
30;6;3;15;4;5.662;2.663;-2.662;5;1
30;6;3;15;4;5.558;2.62;-2.558;5;1
30;6;3;15;4;5.66;2.614;-2.66;5;1
30;6;3;15;4;5.608;2.637;-2.608;5;1
30;6;3;15;4;5.708;2.634;-2.708;5;1
30;6;3;15;4;5.696;2.618;-2.696;5;1
30;5;3;15;4;5.596;2.656;-2.596;5;1
30;6;3;15;5;5.662;2.645;-2.662;5;1
30;6;3;15;4;5.516;2.617;-2.516;5;1
30;6;3;15;4;5.575;2.628;-2.575;5;1
30;5;3;15;4;5.526;2.631;-2.526;5;1
30;6;3;15;4;5.669;2.635;-2.669;5;1
30;6;3;15;4;5.66;2.598;-2.66;5;1
30;6;3;15;4;5.695;2.618;-2.695;5;1
30;6;3;15;4;5.541;2.616;-2.541;5;1
30;5;3;15;4;5.776;2.656;-2.776;5;1
30;6;3;15;4;5.544;2.632;-2.544;5;1
30;6;3;15;4;5.538;2.62;-2.538;5;1
30;6;3;15;4;5.616;2.602;-2.616;5;1
30;6;3;15;4;5.689;2.694;-2.689;5;1
30;6;3;15;4;5.764;2.619;-2.764;5;1
30;6;3;15;4;5.741;2.691;-2.741;5;1
30;6;3;15;4;5.69;2.688;-2.69;5;1
30;5;3;15;5;5.571;2.649;-2.571;5;1
30;6;3;15;4;5.675;2.602;-2.675;5;1
30;6;3;15;4;5.607;2.69;-2.607;5;1
30;6;3;15;4;5.567;2.694;-2.567;5;1
30;6;3;15;4;5.686;2.607;-2.686;5;1
30;6;3;15;5;5.569;2.603;-2.569;5;1
30;6;3;15;5;5.661;2.629;-2.661;5;1
30;5;3;15;5;5.565;2.666;-2.565;5;1
30;6;3;15;4;5.681;2.61;-2.681;5;1
30;6;3;15;5;5.58;2.68;-2.58;5;1
30;6;3;15;4;5.681;2.601;-2.681;5;1
30;6;3;15;4;5.679;2.676;-2.679;5;1
30;6;3;15;4;5.693;2.676;-2.693;5;1
30;6;3;15;4;5.666;2.677;-2.666;5;1
30;6;3;15;4;5.546;2.61;-2.546;5;1
30;6;3;15;4;5.705;2.628;-2.705;5;1
30;6;3;15;4;5.609;2.618;-2.609;5;1
30;6;3;15;4;5.492;2.674;-2.492;5;1
30;6;3;15;4;5.538;2.672;-2.538;5;1
30;6;3;15;4;5.525;2.673;-2.525;5;1
30;6;3;15;4;5.632;2.681;-2.632;5;1
30;6;3;15;4;5.578;2.66;-2.578;5;1
30;6;3;15;4;5.752;2.604;-2.752;5;1
30;6;3;15;4;5.689;2.597;-2.689;5;1
30;6;3;15;4;5.688;2.584;-2.688;5;1
30;6;3;15;4;5.622;2.584;-2.622;5;1
30;6;3;15;5;5.624;2.646;-2.624;5;1
30;6;3;15;4;5.633;2.607;-2.633;5;1
30;6;3;15;4;5.716;2.631;-2.716;5;1
30;5;3;15;4;5.66;2.587;-2.66;5;1
30;6;3;15;4;5.567;2.622;-2.567;5;1
30;6;3;15;4;5.66;2.66;-2.66;5;1
30;6;3;15;4;5.608;2.607;-2.608;5;1
30;6;3;15;4;5.669;2.61;-2.669;5;1
30;6;3;15;4;5.714;2.682;-2.714;5;1
30;5;3;15;4;5.779;2.67;-2.779;5;1
30;6;3;15;4;5.539;2.628;-2.539;5;1
30;6;3;15;4;5.546;2.628;-2.546;5;1
30;6;3;15;4;5.679;2.628;-2.679;5;1
30;6;3;15;4;5.843;2.636;-2.843;5;1
30;10;1;14;5;5.912;2.954;-2.912;3;1
30;10;1;14;5;5.861;2.95;-2.861;3;1
30;9;1;14;5;5.861;2.946;-2.861;3;1
30;9;1;14;5;5.732;2.934;-2.732;3;1
30;10;1;14;5;5.854;2.944;-2.854;4;1
30;10;1;14;5;5.912;2.953;-2.912;3;1
30;10;1;14;6;5.955;2.957;-2.955;3;1
30;10;1;14;5;5.939;2.955;-2.939;3;1
30;9;1;14;5;5.912;2.948;-2.912;3;1
30;9;2;15;6;5.367;2.92;-2.367;3;1
30;6;3;15;5;5.603;2.682;-2.603;5;1
30;9;2;15;5;5.481;2.92;-2.481;5;1
30;5;3;15;5;5.5;2.562;-2;3;1
30;5;3;15;5;5.514;2.732;-2.514;5;1
30;7;2;15;5;5.554;2.873;-2.554;5;1
30;7;2;15;5;5.535;2.857;-2.535;5;1
30;7;2;15;5;5.514;2.881;-2.514;5;1
30;7;2;15;5;5.456;2.851;-2.456;5;1
30;6;3;15;5;5.514;2.77;-2.514;5;1
30;7;3;15;5;5.532;2.797;-2.532;5;1
30;7;3;15;3;5.54;2.795;-2.54;5;1
30;7;2;15;5;5.469;2.895;-2.469;5;1
30;7;2;15;7;5.433;2.851;-2.433;5;1
30;9;2;15;6;5.367;2.92;-2.367;3;1
30;7;2;15;4;5.521;2.884;-2.521;3;1
30;9;2;15;7;5.521;2.88;-2.521;3;1
30;9;2;15;5;5.481;2.92;-2.481;3;1
30;7;2;15;5;5.456;2.851;-2.456;3;1
30;9;2;15;5;5.535;2.909;-2.535;3;1
30;10;2;15;7;5.373;2.912;-2.373;3;1
30;9;2;15;7;5.535;2.909;-2.535;3;1
30;7;2;15;5;5.514;2.881;-2.514;3;1
30;8;2;15;8;5.856;2.899;-2.856;3;1
30;8;2;15;8;5.38;2.902;-2.38;3;1
30;9;2;15;8;5.51;2.897;-2.51;3;1
30;8;2;15;8;5.374;2.906;-2.374;3;1
30;7;2;15;5;5.469;2.895;-2.469;3;1
30;8;2;15;8;5.405;2.905;-2.405;3;1
30;9;2;15;8;5.513;2.906;-2.513;3;1
30;7;2;15;6;5.53;2.864;-2.53;3;1
30;7;2;15;6;5.529;2.851;-2.529;3;1
30;7;2;15;6;5.424;2.852;-2.424;3;1
30;7;2;15;7;5.414;2.859;-2.414;3;1
30;7;2;15;6;5.509;2.851;-2.509;3;1
30;9;2;15;7;5.414;2.891;-2.414;3;1
30;5;2;15;4;6.833;2.274;-2.98;4;1
30;9;2;15;7;5.414;2.891;-2.414;3;1
30;9;2;15;7;5.535;2.909;-2.535;3;1
30;7;2;15;7;5.433;2.851;-2.433;3;1
30;9;2;15;5;5.535;2.909;-2.535;3;1
30;7;2;15;7;5.562;2.851;-2.562;3;1
30;7;2;15;5;5.535;2.857;-2.535;3;1
30;7;2;15;6;5.509;2.851;-2.509;3;1
30;7;2;15;7;5.414;2.859;-2.414;3;1
30;7;2;15;6;5.529;2.851;-2.529;3;1
30;7;2;15;6;5.424;2.852;-2.424;3;1
30;7;2;15;7;5.414;2.865;-2.414;3;1
30;7;2;15;6;5.535;2.866;-2.535;3;1
30;7;2;15;6;5.414;2.865;-2.414;3;1
30;7;2;15;6;5.852;2.865;-2.852;3;1
30;9;2;15;5;5.513;2.906;-2.513;3;1
30;8;2;15;4;5.492;2.897;-2.492;3;1
30;8;2;15;5;5.46;2.902;-2.46;3;1
30;8;2;15;5;5.46;2.902;-2.46;3;1
30;8;2;15;5;5.384;2.906;-2.384;3;1
30;8;2;15;5;5.41;2.905;-2.41;3;1
30;8;2;15;5;5.384;2.906;-2.384;3;1
30;9;2;15;5;5.519;2.906;-2.519;3;1
30;8;2;15;5;5.386;2.906;-2.386;3;1
30;8;2;15;5;5.855;2.906;-2.855;3;1
30;9;2;15;5;5.481;2.92;-2.481;3;1
30;9;2;15;5;5.414;2.909;-2.414;3;1
30;7;2;15;5;5.514;2.881;-2.514;3;1
30;9;2;15;5;5.514;2.912;-2.514;3;1
30;10;2;15;5;5.414;2.912;-2.414;3;1
30;7;2;15;7;5.433;2.851;-2.433;3;1
30;9;2;15;7;5.521;2.88;-2.521;3;1
30;7;2;15;5;5.554;2.873;-2.554;3;1
30;7;2;15;6;5.414;2.872;-2.414;3;1
30;9;2;15;7;5.535;2.909;-2.535;3;1
30;7;3;15;4;5.513;2.769;-2.513;3;1
30;6;3;15;5;5.414;2.765;-2.414;3;1
30;6;3;15;5;5.414;2.745;-2.414;3;1
30;7;3;15;5;5.431;2.765;-2.431;3;1
30;7;3;15;4;5.507;2.769;-2.507;3;1
30;9;2;15;8;5.513;2.906;-2.513;3;1
30;8;2;15;8;5.374;2.906;-2.374;3;1
30;9;2;15;8;5.519;2.906;-2.519;3;1
30;8;2;15;8;5.386;2.906;-2.386;3;1
30;8;2;15;8;5.405;2.905;-2.405;3;1
30;8;2;15;8;5.374;2.906;-2.374;3;1
30;9;2;15;8;5.51;2.897;-2.51;3;1
30;8;2;15;8;5.38;2.902;-2.38;3;1
30;8;2;15;8;5.848;2.906;-2.848;3;1
30;8;2;15;8;5.856;2.899;-2.586;3;1
30;9;2;15;7;5.38;2.909;-2.38;3;1
30;9;2;15;6;5.367;2.92;-2.367;3;1
30;9;2;15;6;5.367;2.92;-2.367;3;1
30;9;2;15;5;5.514;2.912;-2.514;3;1
30;7;2;15;4;5.521;2.884;-2.521;3;1
30;8;2;15;4;5.492;2.897;-2.492;3;1
30;9;2;15;5;5.513;2.906;-2.513;3;1
30;8;2;15;5;5.46;2.902;-2.46;3;1
30;8;2;15;5;5.41;2.905;-2.41;3;1
30;8;2;15;5;5.384;2.906;-2.384;3;1
30;7;2;15;6;5.53;2.864;-2.53;3;1
30;7;2;15;6;5.414;2.863;-2.414;3;1
30;7;2;15;7;5.414;2.865;-2.414;3;1
30;5;3;15;4;5.75045;2.24436;-2.75045;7;0
30;5;3;15;4;5.74987;2.24408;-2.74987;7;0
30;5;3;15;4;5.62511;2.23607;-2.62511;7;0
30;5;3;15;4;5.62511;2.23607;-2.62511;7;0
30;5;3;15;4;5.6364;2.23607;-2.6364;7;0
30;5;3;15;4;5.69267;2.28459;-2.69267;7;0
30;5;3;15;4;5.62882;2.28176;-2.62882;7;0
30;5;3;15;4;5.60761;2.28325;-2.60761;7;0
30;5;3;15;4;5.75569;2.24115;-2.75569;7;0
30;5;3;15;4;5.75632;2.24146;-2.75632;7;0
30;5;3;15;4;5.71364;2.24154;-2.71364;7;0
30;5;3;15;4;5.69661;2.25074;-2.69661;7;0
30;5;3;15;4;5.69636;2.24389;-2.69636;7;0
30;5;3;15;4;5.72619;2.24279;-2.72619;7;0
30;5;3;15;4;5.72622;2.24268;-2.72622;7;0
30;5;3;15;4;5.72199;2.22942;-2.72199;7;0
30;5;3;15;4;5.75512;2.22582;-2.75512;7;0
30;5;3;15;4;5.75371;2.22614;-2.75371;7;0
30;5;3;15;4;5.72243;2.19719;-2.72243;7;0
30;5;3;15;4;5.64244;2.2835;-2.64244;7;0
30;5;3;15;4;5.62577;2.27558;-2.62577;7;0
30;5;3;15;4;5.61803;2.2782;-2.61803;7;0
30;5;3;15;4;5.62953;2.26475;-2.62953;7;0
30;5;3;15;4;5.64884;2.26497;-2.64884;7;0
30;5;3;15;4;5.61744;2.26591;-2.61744;7;0
30;5;3;15;4;5.69644;2.228;-2.69644;7;0
30;5;3;15;4;5.70236;2.23931;-2.70236;7;0
30;5;3;15;4;5.62763;2.25929;-2.62763;7;0
30;5;3;15;4;5.61862;2.25915;-2.61862;7;0
30;5;3;15;4;5.68265;2.26556;-2.68265;7;0
30;5;3;15;4;5.6398;2.25926;-2.6398;7;0
30;5;3;15;4;5.6428;2.25913;-2.6428;7;0
30;5;3;15;4;5.71768;2.24061;-2.71768;7;0
30;5;3;15;4;5.71001;2.21755;-2.71001;7;0
30;5;3;15;4;5.69942;2.25108;-2.69942;7;0
30;5;3;15;4;5.60062;2.25365;-2.60062;7;0
30;5;3;15;4;5.60551;2.25365;-2.60551;7;0
30;5;3;15;4;5.70484;2.21157;-2.70484;7;0
30;5;3;15;4;5.62511;2.20392;-2.62511;7;0
30;4;3;15;4;5.62511;2.20392;-2.62511;7;0
30;5;3;15;4;5.62523;2.28594;-2.62523;7;0
30;5;3;15;4;5.71794;2.2603;-2.71794;7;0
30;5;3;15;4;5.63498;2.26199;-2.63498;7;0
30;5;3;15;4;5.6872;2.26236;-2.6872;7;0
30;5;3;15;4;5.65479;2.20925;-2.65479;7;0
30;5;3;15;4;5.78283;2.20472;-2.78283;7;0
30;5;3;15;4;5.62823;2.20572;-2.62823;7;0
30;5;3;15;4;5.69486;2.18146;-2.69486;7;0
30;5;3;15;4;5.62809;2.26634;-2.62809;7;0
30;5;3;15;4;5.60944;2.28349;-2.60944;7;0
30;5;3;15;4;5.76907;2.28255;-2.76907;7;0
30;5;3;15;4;5.61803;2.2746;-2.61803;7;0
30;5;3;15;4;5.61803;2.28255;-2.61803;7;0
30;5;3;15;4;5.72021;2.28354;-2.72021;7;0
30;5;3;15;4;5.59058;2.2746;-2.59058;7;0
30;5;3;15;4;5.64213;2.29901;-2.64213;7;0
30;5;3;15;4;5.61803;2.23607;-2.61803;7;0
30;5;3;15;4;5.74801;2.1959;-2.74801;7;0
30;5;3;15;4;5.76907;2.23607;-2.76907;7;0
30;5;3;15;4;5.66862;2.22399;-2.66862;7;0
30;5;3;15;4;5.6348;2.2619;-2.6348;7;0
30;5;3;15;4;5.73486;2.23877;-2.73486;7;0
30;5;3;15;4;5.71223;2.23853;-2.71223;7;0
30;5;3;15;4;5.59678;2.27077;-2.59678;7;0
30;5;3;15;4;5.60835;2.26139;-2.60835;7;0
30;5;3;15;4;5.61009;2.29748;-2.61009;7;0
30;5;3;15;4;5.66287;2.20191;-2.66287;7;0
30;4;3;15;4;5.63489;2.18933;-2.63489;7;0
30;5;3;15;4;5.73479;2.23222;-2.73479;7;0
30;5;3;15;4;5.70837;2.18322;-2.70837;7;0
30;5;3;15;4;5.66291;2.18583;-2.66291;7;0
30;5;3;15;4;5.6582;2.22629;-2.6582;7;0
30;5;3;15;4;5.78293;2.18322;-2.78293;7;0
30;5;3;15;4;5.64447;2.26437;-2.64447;7;0
30;5;3;15;4;5.65657;2.26526;-2.65657;7;0
30;5;3;15;4;5.58018;2.31381;-2.58018;7;0
30;5;3;15;4;5.64169;2.26356;-2.64169;7;0
30;5;3;15;4;5.63807;2.28484;-2.63807;7;0
30;5;3;15;4;5.6414;2.26062;-2.6414;7;0
30;5;3;15;4;5.67879;2.26177;-2.67879;7;0
30;5;3;15;4;5.58891;2.25933;-2.58891;7;0
30;5;3;15;4;5.65548;2.26457;-2.65548;7;0
30;5;3;15;4;5.62558;2.25628;-2.62558;7;0
30;5;3;15;4;5.69543;2.26514;-2.69543;7;0
30;5;3;15;4;5.62475;2.26078;-2.62475;7;0
30;5;3;15;4;5.65395;2.25634;-2.65395;7;0
30;5;3;15;4;5.65502;2.25928;-2.65502;7;0
30;5;3;15;4;5.65583;2.26066;-2.65583;7;0
30;5;3;15;4;5.67414;2.27514;-2.67414;7;0
30;5;3;15;4;5.67605;2.26455;-2.67605;7;0
30;5;3;15;4;5.6013;2.25215;-2.6013;7;0
30;5;3;15;4;5.5567;2.2333;-2.5567;7;0
30;5;3;15;4;5.61978;2.24005;-2.61978;7;0
30;5;3;15;4;5.60159;2.25296;-2.60159;7;0
30;5;3;15;4;5.58954;2.23871;-2.58954;7;0
30;5;3;15;4;5.57155;2.22627;-2.57155;7;0
30;5;3;15;4;5.70946;2.21727;-2.70946;7;0
30;4;3;15;4;5.64165;2.20007;-2.64165;7;0
30;5;3;15;5;6;2.497;-3;6;0
30;6;3;15;5;5.485;2.702;-2.485;5;0
30;6;3;15;4;5.604;2.681;-2.604;5;0
30;7;3;15;5;5.816;2.793;-2.816;4;0
30;4;3;15;4;6;2;-3;8;0
30;5;3;15;5;6;2.303;-3;6;0
30;7;3;15;5;5.794;2.788;-2.794;4;0
30;7;3;15;4;5.562;2.715;-2.562;5;0
30;6;3;15;4;5.547;2.661;-2.547;5;0
30;7;3;15;5;5.795;2.791;-2.795;4;0
30;5;3;15;4;5.707;2.596;-2.707;4;0
30;6;3;15;4;5.645;2.697;-2.645;5;0
30;6;3;15;5;5.772;2.615;-2.772;4;0
30;7;3;15;5;5.806;2.791;-2.806;4;0
30;6;3;15;5;5.562;2.669;-2.562;5;0
30;5;3;15;5;5.78;2.616;-2.78;4;0
30;6;3;15;4;5.598;2.684;-2.598;5;0
30;6;3;15;4;5.538;2.644;-2.538;5;0
30;7;3;15;5;5.834;2.786;-2.834;4;0
30;6;3;15;5;5.434;2.647;-2.434;5;0
30;5;3;15;4;5.795;2.624;-2.795;4;0
30;7;3;15;4;5.79;2.786;-2.79;4;0
30;7;3;15;5;5.772;2.814;-2.772;4;0
30;6;3;15;5;5.681;2.723;-2.681;4;0
30;7;3;15;5;5.809;2.793;-2.809;4;0
30;5;3;15;5;5.508;2.611;-2.508;5;0
30;6;3;15;4;5.5;2.624;-2.5;5;0
30;6;3;15;4;5.501;2.6;-2.501;5;0
30;7;3;15;5;5.84;2.791;-2.84;4;0
30;6;3;15;4;5.506;2.708;-2.506;5;0
30;7;3;15;4;5.539;2.714;-2.539;5;0
30;6;3;15;6;5.496;2.751;-2.496;5;0
30;7;3;15;4;5.671;2.816;-2.671;4;0
30;5;3;15;4;5.575;2.591;-2.575;5;0
30;7;3;15;4;5.781;2.805;-2.781;4;0
30;5;3;15;4;5.591;2.636;-2.591;5;0
30;6;3;15;5;5.453;2.686;-2.453;5;0
30;7;3;15;4;5.802;2.801;-2.802;4;0
30;7;3;15;5;5.772;2.791;-2.772;4;0
30;6;3;15;4;5.51;2.65;-2.51;5;0
30;6;3;15;4;5.49;2.626;-2.49;5;0
30;7;3;15;5;5.804;2.802;-2.804;4;0
